estimate_number,estimate_date,customer_name,salesperson,estimate_subtotal,estimate_status,estimate_zoho_id,salesorder_number,salesorder_date,salesorder_status,salesorder_subtotal,so_dead_cost_total,so_dead_profit,so_profit,so_salesperson,salesorder_zoho_id,package_count,package_numbers,package_carriers,package_tracking_numbers,package_statuses,package_total_shipping_charge,po_count,dropship_count,po_vendors,dropship_vendors,po_statuses,po_total_cost,invoice_number,invoice_date,invoice_due_date,invoice_status,invoice_subtotal,invoice_dead_cost_total,invoice_dead_profit,invoice_profit,invoice_vig_rate,invoice_margin_pct,invoice_commission,invoice_balance,invoice_cc_fees,invoice_actual_shipping_cost,is_written_off,written_off_date,paid_in_full_date,invoice_zoho_id,payment_count,total_payments_received,payment_modes,last_payment_date
,,HOPKINS FLOORING,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6146,2022-05-13,2022-06-12,paid,209.97,108.75,101.22,59.15,1.30,32.67,29.57,0.00,9.45,,,,15 Jun 2022,1254360000011781583,1,238.25,AUTHORIZE.NET,2022-06-15
,,BACKUS BUILDING,ROBERT REDMAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6145,2022-05-13,2022-06-12,paid,200.00,80.00,120.00,96.00,1.30,,48.00,0.00,0.00,28.82,,,,1254360000011781533,1,245.82,CHECK,2022-06-13
,,NORTHWEST HORIZON CONSTRUCTION INC.,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6144,2022-05-13,2022-06-12,paid,2159.64,1232.36,927.28,484.39,1.30,,242.19,0.00,97.18,139.75,,,,1254360000011781202,1,2299.39,AUTHORIZE.NET,2022-05-13
,,P&V MASONRY,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6143,2022-05-13,2022-06-12,paid,389.93,137.00,252.93,194.28,1.30,,97.14,0.00,17.55,34.20,,,,1254360000011781001,1,424.13,AUTHORIZE.NET,2022-06-27
,,CURRAN CONTRACTING COMPANY,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6142,2022-05-12,2022-06-11,paid,659.96,295.58,364.38,246.01,1.30,41.78,123.00,0.00,29.70,,,,13 Jun 2022,1254360000011746404,1,706.43,AUTHORIZE.NET,2022-06-13
,,CONCRETE SOLUTIONS AND INNOVATIONS INC,ROBERT REDMAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6141,2022-05-12,2022-06-11,paid,899.50,323.50,576.00,438.47,1.30,53.25,219.24,0.00,40.48,,,,12 May 2022,1254360000011746153,1,981.84,AUTHORIZE.NET,2022-05-12
,,J OR J WELDER,ROBERT REDMAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6140,2022-05-11,2022-06-10,paid,0.00,83.90,-83.90,-97.07,1.30,0.00,-48.53,0.00,0.00,,,,,1254360000011732217,0,0.00,,
,,FIRST CHOICE CONTRACTING,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6139,2022-05-05,2022-06-04,paid,287.52,63.20,224.32,198.42,1.30,73.51,99.21,0.00,12.94,,,,06 Jun 2022,1254360000011630101,1,308.94,AUTHORIZE.NET,2022-06-06
,,STEEL-CRETE INC,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6138,2022-05-19,2022-06-18,paid,1077.46,552.58,524.88,310.62,1.30,33.33,155.31,0.00,48.49,,,,09 Jul 2022,1254360000011630005,1,1259.85,AUTHORIZE.NET,2022-07-09
,,PHILLIPS CONSTRUCTION SERVICES,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6137,2022-05-03,2022-06-02,paid,455.51,118.84,336.67,286.52,1.30,67.40,143.26,0.00,20.50,,,,09 Jul 2022,1254360000011593826,1,518.88,AUTHORIZE.NET,2022-07-09
,,2 X 2 CONSTRUCTION,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6136,2022-05-03,2022-06-02,void,497.50,291.75,205.75,124.22,1.30,,62.11,536.31,,0.00,,,,1254360000011593769,0,0.00,,
,,STREETER BROTHERS,ROBERT REDMAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6135,2022-05-03,2022-06-02,paid,375.00,166.68,208.32,141.44,1.30,42.22,70.72,0.00,16.88,,,,02 Jun 2022,1254360000011593653,1,407.68,AUTHORIZE.NET,2022-06-02
,,WARFIELD MASONRY,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6134,2022-05-03,2022-06-02,paid,767.04,211.20,515.65,457.96,1.00,,228.98,0.00,34.52,36.67,,,,1254360000011593609,1,803.71,AUTHORIZE.NET,2022-06-03
,,MOORE'S CONCRETE & MASONRY INC,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6133,2022-05-03,2022-06-02,paid,187.50,65.85,121.65,93.46,1.30,54.34,46.73,0.00,8.44,,,,15 Jun 2022,1254360000011593577,1,225.68,AUTHORIZE.NET,2022-06-15
,,MILLENIUM MASONRY,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6132,2022-05-03,2022-06-02,void,299.97,94.50,205.47,177.12,1.30,,88.56,338.59,,38.62,,,,1254360000011593545,0,0.00,,
,,MARIO FONSECA MASONRY,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6131,2022-05-03,2022-06-02,paid,111.48,34.70,76.78,61.35,1.30,59.54,30.68,0.00,5.02,,,,21 Jun 2022,1254360000011593464,1,153.37,AUTHORIZE.NET,2022-06-21
,,DNR---HAMM CONCRETE---DNR,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6130,2022-05-03,2022-07-02,paid,1999.80,1879.00,95.80,-10.90,1.00,4.79,-5.45,0.00,0.00,,,,11 Aug 2022,1254360000011593387,1,500.00,MONEY ORDER,2022-08-11
,,KT CONCRETE,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6129,2022-05-03,2022-06-02,paid,199.99,90.85,109.14,78.89,1.30,43.94,39.44,0.00,9.00,,,,09 Jun 2022,1254360000011593353,1,223.22,AUTHORIZE.NET,2022-06-09
,,KINCRETE LLC,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6128,2022-05-03,2022-06-02,paid,1067.70,326.60,741.10,649.12,1.30,60.80,324.56,0.00,0.00,,,,21 Jun 2022,1254360000011593317,1,1134.75,CHECK,2022-06-21
,,JSS-MACOMB,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6127,2022-05-03,2022-06-02,paid,2999.88,2119.52,959.69,490.31,1.00,,245.15,0.00,134.99,0.00,,,,1254360000011593215,1,2999.88,PayPal,2022-09-27
,,A1 CEMENT FINISHINGS & BOBCAT WORK,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6126,2022-05-03,2022-06-02,paid,2399.88,1083.52,1316.36,1183.30,1.30,,591.65,0.00,0.00,121.54,,,,1254360000011593175,1,2521.42,CHECK,2022-05-29
,,DEMACON,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6125,2022-05-03,2022-06-02,paid,167.76,21.60,146.16,132.13,1.30,83.26,66.07,0.00,7.55,,,,02 Jun 2022,1254360000011593125,1,183.13,PayPal,2022-06-02
,,DAS-CO OF IDAHO INC,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6124,2022-04-30,2022-05-30,paid,369.00,281.44,87.56,-13.48,1.30,0.85,-6.74,0.00,16.61,,,,31 May 2022,1254360000011593068,1,408.64,AUTHORIZE.NET,2022-05-31
,,ORTIZ BRICK & STONE,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6123,2022-04-30,2022-05-30,paid,743.70,230.60,513.10,416.45,1.30,60.50,208.23,0.00,33.47,,,,22 Jun 2022,1254360000011590995,1,803.84,AUTHORIZE.NET,2022-06-22
,,BRICKLEY CONSTRUCTION INC.,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6122,2022-04-30,2022-05-30,paid,287.52,63.20,224.32,198.42,1.30,73.51,99.21,0.00,12.94,,,,31 May 2022,1254360000011590949,1,314.16,AUTHORIZE.NET,2022-05-31
,,A M CONCRETE,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6121,2022-04-30,2022-05-30,paid,299.97,85.85,214.12,180.87,1.30,64.79,90.43,0.00,13.50,,,,19 May 2022,1254360000011590909,1,356.44,AUTHORIZE.NET,2022-05-19
,,QUALIFIED CONSTRUCTION CORP,ROBERT REDMAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6120,2022-04-30,2022-05-30,paid,300.00,95.00,205.00,163.00,1.30,,81.50,0.00,13.50,24.40,,,,1254360000011590871,1,324.40,AUTHORIZE.NET,2022-06-01
,,PERFECT PARADISE LANDSCAPING LLC,ROBERT REDMAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6119,2022-04-30,2022-05-30,paid,600.00,263.40,336.60,230.58,1.30,42.93,115.29,0.00,27.00,,,,09 Jul 2022,1254360000011590833,1,688.15,AUTHORIZE.NET,2022-07-09
,,PREMIER CONCRETE,ROBERT REDMAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6118,2022-04-30,2022-05-30,paid,1393.76,577.20,816.56,580.68,1.30,46.16,290.34,0.00,62.72,,,,15 Jun 2022,1254360000011590762,1,1462.03,AUTHORIZE.NET,2022-06-15
,,PERRIGO MASONRY,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6117,2022-04-30,2022-05-30,paid,791.76,159.20,632.56,590.80,1.30,,295.40,0.00,0.00,38.66,,,,1254360000011590700,1,830.42,CHECK,2022-07-11
,,KONOP QUALITY CORP.,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6116,2022-04-30,2022-05-30,paid,359.97,127.40,232.57,184.15,1.30,55.66,92.08,0.00,16.20,,,,01 Jun 2022,1254360000011590627,1,395.69,AUTHORIZE.NET,2022-06-01
,,ARKANSAS MASONRY,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6115,2022-04-30,2022-05-30,paid,129.99,32.23,97.76,82.24,1.30,67.77,41.12,0.00,5.85,,,,12 Sep 2022,1254360000011590549,1,151.85,PayPal,2022-09-12
,,PAYNE CUSTOM CONCRETE,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6114,2022-04-28,2022-05-28,paid,599.96,270.00,329.96,248.96,1.30,41.50,124.48,0.00,0.00,,,,16 May 2022,1254360000011590492,1,673.07,CHECK,2022-05-16
,,RIVES CONTRACTING DESIGN,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6113,2022-04-28,2022-05-28,void,345.51,195.94,149.57,90.79,1.30,,45.39,345.51,,0.00,,,,1254360000011590414,0,0.00,,
,,HIGH RIDGE CONSTRUCTION,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6112,2022-04-30,2022-05-30,paid,339.98,118.46,221.52,193.18,1.30,61.32,96.59,0.00,15.30,,,,31 May 2022,1254360000011590378,1,373.00,AUTHORIZE.NET,2022-05-31
,,PERFECT PARADISE LANDSCAPING LLC,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6111,2022-04-30,2022-05-30,paid,625.00,176.25,448.75,391.75,1.30,,195.88,0.00,28.13,38.62,,,,1254360000011590309,1,663.62,AUTHORIZE.NET,2022-07-09
,,DNR *** ERIC COLQUITT CONCRETE *** DNR,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6110,2022-04-30,2022-05-30,paid,100.00,55.00,45.00,40.50,1.30,45.00,20.25,0.00,4.50,,,,31 May 2022,1254360000011590271,1,118.10,AUTHORIZE.NET,2022-05-31
,,CRAIG'S MASONRY,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6109,2022-04-30,2022-05-30,paid,359.28,84.80,274.48,238.87,1.30,,119.44,0.00,16.17,28.54,,,,1254360000011590092,1,387.82,AUTHORIZE.NET,2022-06-30
,,F & J DEMOLITION INC.,ROBERT REDMAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6108,2022-04-30,2022-05-30,paid,840.00,479.40,360.60,178.98,1.30,25.81,89.49,0.00,37.80,,,,05 May 2022,1254360000011590020,1,973.62,AUTHORIZE.NET,2022-05-05
,,AB & J CONTRACTING LLC,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6107,2022-04-30,2022-05-30,paid,143.76,41.60,102.16,89.21,1.30,,44.61,0.00,6.47,11.33,,,,1254360000011553907,1,143.76,AUTHORIZE.NET,2022-08-01
,,NORTHWEST CONCRETE CONSTRUCTION INC,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6106,2022-04-30,2022-05-30,paid,342.24,112.00,230.24,187.24,1.30,59.21,93.62,0.00,15.40,,,,31 May 2022,1254360000011553848,1,370.98,AUTHORIZE.NET,2022-05-31
,,CONCRETE TECHNOLOGIES NASHVILLE,ROBERT REDMAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6105,2022-04-30,2022-05-30,paid,499.50,192.50,307.00,226.77,1.30,49.90,113.39,0.00,22.48,,,,11 May 2022,1254360000011553783,1,539.11,AUTHORIZE.NET,2022-05-11
,,DOUG FERGUSON CONSTRUCTION,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6104,2022-04-30,2022-05-30,paid,365.94,206.00,159.94,104.14,1.30,28.46,52.07,0.00,0.00,,,,06 Jun 2022,1254360000011553724,1,386.88,CHECK,2022-06-06
,,MILFORD CONSTRUCTION,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6103,2022-04-30,2022-05-30,paid,408.73,207.74,200.99,126.28,1.30,35.39,63.14,0.00,18.39,,,,01 Jun 2022,1254360000011553660,1,448.35,AUTHORIZE.NET,2022-06-01
,,LINN'S TILE & FLOORING LLC,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6102,2022-04-30,2022-05-30,paid,215.88,73.80,142.08,110.23,1.30,,55.11,0.00,9.71,19.35,,,,1254360000011553587,1,235.23,AUTHORIZE.NET,2022-06-21
,,TNT TILE & MARBLE,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6101,2022-04-25,2022-05-25,paid,499.75,117.75,382.00,324.19,1.30,69.37,162.09,0.00,22.49,,,,31 May 2022,1254360000011553451,1,538.10,AUTHORIZE.NET,2022-05-31
,,DNR COLANDRO & IMBROGNO MASONRY LLC,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6100,2022-04-30,2022-05-30,void,1199.88,386.76,813.12,697.09,1.30,,348.55,1296.95,,97.07,,,,1254360000011558978,0,0.00,,
,,JP PLAYGROUNDS INC.,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6099,2022-04-30,2022-05-30,paid,390.00,233.54,156.46,86.40,1.30,22.15,43.20,0.00,0.00,,,,14 May 2022,1254360000011553392,1,459.68,CHECK,2022-05-14
,,CASH CONCRETE,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6098,2022-04-29,2022-05-29,paid,3999.50,2993.61,1005.89,338.39,1.00,25.15,169.19,0.00,0.00,,,,13 Jun 2022,1254360000011558741,1,4145.96,CHECK,2022-06-13
,,JMB CONSTRUCTION,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6097,2022-04-29,2022-05-29,paid,1199.97,560.00,616.33,429.97,1.00,,214.99,0.00,54.00,33.74,,,,1254360000011558670,1,472.73,PayPal,2022-06-10
,,PM SERVICES LLC,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6096,2022-04-29,2022-05-29,paid,2246.86,967.72,1279.14,887.72,1.30,44.01,443.86,0.00,101.11,,,,02 May 2022,1254360000011558462,1,2431.20,AUTHORIZE.NET,2022-05-02
,,SLICK CITY CONTRACTORS,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6095,2022-04-29,2022-06-01,paid,75.00,32.23,42.77,29.73,1.30,44.13,14.86,0.00,3.38,,,,21 Jun 2022,1254360000011558404,1,87.59,AUTHORIZE.NET,2022-06-21
,,DOWLAND TILE & STONE,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6094,2022-04-27,2022-05-27,paid,16120.50,6462.00,8856.53,6994.48,1.00,54.94,3497.24,0.00,725.42,,,,13 May 2022,1254360000011558304,1,16039.41,AUTHORIZE.NET,2022-05-13
,,SUNSET BUILDERS,ROBERT REDMAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6093,2022-04-29,2022-05-29,paid,150.00,65.85,84.15,57.65,1.30,42.93,28.82,0.00,6.75,,,,02 May 2022,1254360000011558093,1,182.65,AUTHORIZE.NET,2022-05-02
,,HERCO CONCRETE,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6092,2022-04-29,2022-05-29,paid,0.00,92.72,-92.72,-120.54,1.00,0.00,-60.27,0.00,0.00,,,,,1254360000011549529,0,0.00,,
,,CEMENT CUTTING,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6091,2022-04-28,2022-05-28,paid,5084.94,2049.69,3035.25,3035.25,1.00,59.69,1517.63,0.00,0.00,,,,03 Jun 2022,1254360000011539096,1,5667.39,CHECK,2022-06-03
,,J CO CONTRACTING,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6090,2022-04-28,2022-05-28,paid,599.76,276.80,322.96,236.93,1.30,44.00,118.47,0.00,26.99,,,,01 Jun 2022,1254360000011539011,1,636.96,AUTHORIZE.NET,2022-06-01
,,*** DNR *** AM CONCRETE,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6089,2022-04-27,2022-05-27,paid,149.97,62.10,87.87,62.49,1.30,46.17,31.25,0.00,6.75,,,,27 Apr 2022,1254360000011508594,1,171.31,AUTHORIZE.NET,2022-04-27
,,BEST DENVER CONCRETE INC,ROBERT REDMAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6088,2022-04-27,2022-05-27,paid,300.00,128.64,171.36,119.27,1.30,44.26,59.63,0.00,13.50,,,,30 Jun 2022,1254360000011508528,1,336.74,AUTHORIZE.NET,2022-06-30
,,SOLES PAVING,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6087,2022-04-27,2022-06-26,paid,899.94,535.95,315.54,174.71,1.00,35.06,87.35,0.00,40.50,,,,29 Jun 2022,1254360000011508293,2,969.00,AUTHORIZE.NET,2022-06-29
,,BROTHERS RDC PAVING LLC,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6086,2022-04-27,2022-05-27,paid,1290.54,529.00,761.54,556.77,1.30,,278.38,0.00,58.07,114.32,,,,1254360000011508159,1,1404.86,AUTHORIZE.NET,2022-05-31
,,MALONE TILE DESIGN,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6085,2022-04-27,2022-05-27,paid,141.24,53.50,87.74,65.33,1.30,50.76,32.67,0.00,6.36,,,,27 Apr 2022,1254360000011508113,1,137.46,AUTHORIZE.NET,2022-04-27
,,CONCRETE DEAN & CO,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6084,2022-04-27,2022-05-27,paid,499.98,236.00,237.20,170.68,1.00,47.44,85.34,0.00,22.50,,,,19 May 2022,1254360000011508028,1,535.58,AUTHORIZE.NET,2022-05-19
,,ADAM'S CONCRETE CUTTING AND DEMOLITION,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6083,2022-04-27,2022-05-27,paid,654.99,310.50,344.49,335.04,1.30,51.15,167.52,0.00,0.00,,,,09 May 2022,1254360000011509686,1,709.03,CHECK,2022-05-09
,,GRANITE CONSTRUCTION (COASTAL REGION),ROBERT REDMAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6082,2022-04-27,2022-05-27,paid,1995.00,405.00,1590.00,1378.72,1.30,73.61,689.36,0.00,89.77,,,,27 May 2022,1254360000011509517,1,2274.06,AUTHORIZE.NET,2022-05-27
,,RUDY & SONS CONCRETE LLC,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6081,2022-04-27,2022-05-27,paid,2924.50,1801.07,1123.43,643.51,1.30,26.50,321.75,0.00,131.60,,,,31 May 2022,1254360000011509339,1,3055.71,AUTHORIZE.NET,2022-05-31
,,GINTER MASONRY,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6080,2022-05-17,2022-06-16,paid,797.76,390.70,407.06,301.85,1.30,37.84,150.93,0.00,0.00,,,,24 Jun 2022,1254360000011509192,1,882.00,CHECK,2022-06-24
,,SILVESTRIES MECHANICAL COMPANY,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6079,2022-04-27,2022-06-07,paid,1398.00,537.00,861.00,648.99,1.30,,324.50,0.00,62.91,78.32,,,,1254360000011509093,1,1475.64,AUTHORIZE.NET,2022-06-20
,,ELEVATED PAVER SYSTEMS,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6078,2022-04-25,2022-05-25,paid,2279.88,792.00,1368.90,1147.69,1.00,60.04,573.84,0.00,102.59,,,,25 Apr 2022,1254360000011475320,1,2379.63,AUTHORIZE.NET,2022-04-25
,,DREAM LAWNS INC.,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6077,2022-04-25,2022-05-25,paid,1199.94,548.76,587.18,450.55,1.00,48.93,225.28,0.00,54.00,,,,26 Apr 2022,1254360000011469069,1,1280.02,AUTHORIZE.NET,2022-04-26
,,NOAH ALL CONCRETE,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6076,2022-04-25,2022-05-25,paid,424.75,96.25,305.29,280.51,1.00,71.88,140.26,0.00,19.11,,,,26 May 2022,1254360000011469012,1,464.13,AUTHORIZE.NET,2022-05-26
,,KD FLOORING,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6075,2022-04-22,2022-05-22,paid,420.00,248.96,171.04,102.35,1.30,24.37,51.18,0.00,0.00,,,,13 May 2022,1254360000011441037,1,451.92,CHECK,2022-05-13
,,CBK OF TROY,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6074,2022-04-22,2022-05-22,paid,1499.75,600.00,899.75,652.26,1.30,47.99,326.13,0.00,67.49,,,,22 May 2022,1254360000011441007,1,1686.90,AUTHORIZE.NET,2022-05-22
,,THE CONCRETE CONNECTION,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6073,2022-04-22,2022-05-22,paid,719.82,415.64,304.18,153.10,1.30,25.77,76.55,0.00,32.39,,,,22 Apr 2022,1254360000011448434,1,809.32,AUTHORIZE.NET,2022-04-22
,,NARANJO CIVIL,ROBERT REDMAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6072,2022-04-21,2022-05-21,paid,540.00,283.40,256.60,177.58,1.30,32.89,88.79,0.00,0.00,,,,31 May 2022,1254360000011437677,1,614.32,CHECK,2022-05-31
,,STINEBAUGH MASONRY LLC,ROBERT REDMAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6071,2022-04-21,2022-05-21,paid,1519.00,877.50,641.50,315.89,1.30,25.30,157.95,0.00,68.36,,,,26 May 2022,1254360000011437630,1,1613.21,AUTHORIZE.NET,2022-05-26
,,J. MURRAY ASSCOCIATES INC.,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6070,2022-04-21,2022-06-20,paid,1999.75,1818.07,411.00,17.06,1.00,,8.53,0.00,0.00,150.00,,,,1254360000011437553,1,2149.75,CHECK,2022-05-26
,,INNOVATIVE STONE WORKS,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6069,2022-04-21,2022-05-21,paid,775.00,387.50,387.50,271.25,1.00,50.00,135.63,0.00,0.00,,,,09 May 2022,1254360000011437498,1,914.70,CHECK,2022-05-09
,,KLASSENS CONSTRUCTION,ROBERT REDMAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6068,2022-04-21,2022-05-21,paid,839.88,372.00,467.88,318.49,1.30,42.42,159.24,0.00,37.79,,,,31 May 2022,1254360000011437441,1,799.00,AUTHORIZE.NET,2022-05-31
,,EXCEL SITE SERVICES INC.,ROBERT REDMAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6067,2022-04-21,2022-05-21,paid,2399.76,1144.80,1254.96,803.53,1.30,,401.77,0.00,107.99,147.37,,,,1254360000011437388,1,2769.11,AUTHORIZE.NET,2022-06-06
,,YADKIN VALLEY PAVING,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6066,2022-04-21,2022-05-21,paid,2399.88,890.20,1384.96,1146.63,1.00,57.71,573.31,0.00,107.99,,,,26 Apr 2022,1254360000011437352,1,2494.39,AUTHORIZE.NET,2022-04-26
,,WILDISH CONSTRUCTION COMPANY,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6065,2022-04-21,2022-05-21,paid,619.97,297.79,322.18,244.84,1.00,51.97,122.42,0.00,0.00,,,,31 May 2022,1254360000011437245,1,658.51,CHECK,2022-05-31
,,CONCRETE DEAN & CO,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6064,2022-04-21,2022-05-21,paid,2399.73,1408.40,864.23,664.82,1.00,,332.41,0.00,107.99,142.21,,,,1254360000011437159,1,2541.94,AUTHORIZE.NET,2022-05-19
,,JJ GAINEY CONCRETE CONTRACTOR,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6063,2022-04-21,2022-05-21,paid,2499.80,1403.48,1046.32,742.79,1.00,41.86,371.39,0.00,112.49,,,,07 Jul 2022,1254360000011437047,3,2844.78,CHECK; AUTHORIZE.NET,2022-07-07
,,SEGLER CONCRETE SERVICES,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6062,2022-04-18,2022-05-18,paid,749.75,383.35,324.08,235.66,1.00,43.23,117.83,0.00,33.74,,,,03 Jun 2022,1254360000011387915,1,846.43,AUTHORIZE.NET,2022-06-03
,,DEGAN CONSTRUCTION,ROBERT REDMAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6061,2022-04-18,2022-05-18,paid,330.00,151.70,178.30,123.94,1.30,,61.97,0.00,14.85,39.64,,,,1254360000011387877,1,398.02,AUTHORIZE.NET,2022-05-31
,,NORTHERN ARIZONA SAW CUTTING,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,6060,2022-04-18,2022-05-18,paid,1721.11,1051.95,669.16,669.16,1.30,38.88,334.58,0.00,0.00,,,,11 May 2022,1254360000011387817,1,1992.96,CHECK,2022-05-11
